Survey,CSA,CBSA,HHEADER,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202599,228,20260,2,Duluth  MN-WI ,424,424,141742,7,14,2420,1,3,400,5,206,20300,413,413,138460,7,14,2420,1,3,400,5,206,20300
202599,228,24330,5,Grand Rapids  MN ,117,117,41610,0,0,0,0,0,0,1,132,21635,117,117,41610,0,0,0,0,0,0,1,132,21635
202599,232,20740,2,Eau Claire  WI ,331,331,151120,64,128,32245,2,8,1433,23,479,65138,321,321,147595,64,128,32245,2,8,1433,23,479,65138
202599,232,32860,5,Menomonie  WI ,93,93,30946,1,2,450,0,0,0,0,0,0,93,93,30946,1,2,450,0,0,0,0,0,0
202599,233,20780,5,Edwards  CO ,163,163,151067,3,6,1137,2,7,1559,7,47,11058,142,142,123955,2,4,753,1,3,700,4,32,5487
202599,233,40090,5,Rifle  CO ,237,237,411075,0,0,0,1,4,1119,4,89,19757,237,237,411075,0,0,0,1,4,1119,4,89,19757
202599,236,18500,5,Corning  NY ,104,104,22540,0,0,0,0,0,0,0,0,0,40,40,13667,0,0,0,0,0,0,0,0,0
202599,236,21300,2,Elmira  NY ,33,33,11888,0,0,0,0,0,0,13,65,7284,26,26,10730,0,0,0,0,0,0,0,0,0
202599,238,21340,2,El Paso  TX ,1790,1790,425457,37,74,9340,14,44,5800,15,142,16739,187,187,42193,2,4,277,0,0,0,0,0,0
202599,238,29740,2,Las Cruces  NM ,744,744,198457,34,68,11169,7,21,2217,0,0,0,167,167,47906,0,0,0,0,0,0,0,0,0
202599,240,21500,2,Erie  PA ,183,183,61058,1,2,330,0,0,0,5,58,14000,178,178,60326,1,2,330,0,0,0,5,58,14000
202599,240,32740,5,Meadville  PA ,99,99,26217,0,0,0,0,0,0,0,0,0,86,86,22799,0,0,0,0,0,0,0,0,0
202599,241,21780,2,Evansville  IN ,594,594,206154,52,104,14874,2,7,980,5,120,12093,413,413,147664,37,74,10501,2,7,980,5,120,12093
202599,241,25775,5,Henderson  KY ,63,63,20144,3,6,959,0,0,0,2,48,6954,63,63,20144,3,6,959,0,0,0,2,48,6954
202599,242,17220,5,Clarksburg  WV ,80,80,15322,0,0,0,25,100,7773,1,12,550,77,77,14871,0,0,0,25,100,7773,1,12,550
202599,242,21900,5,Fairmont  WV ,10,10,1197,0,0,0,0,0,0,0,0,0,5,5,671,0,0,0,0,0,0,0,0,0
202599,244,22020,2,Fargo  ND-MN ,812,812,283861,3,6,1400,3,12,1956,12,668,97613,809,809,283179,3,6,1400,3,12,1956,12,668,97613
202599,244,47420,5,Wahpeton  ND-MN ,53,53,20345,0,0,0,0,0,0,0,0,0,38,38,16393,0,0,0,0,0,0,0,0,0
202599,246,22180,2,Fayetteville  NC ,1379,1379,386212,5,10,1913,0,0,0,17,716,56830,1376,1376,385685,5,10,1913,0,0,0,16,711,56330
202599,246,29900,5,Laurinburg  NC ,59,59,15708,0,0,0,0,0,0,0,0,0,59,59,15708,0,0,0,0,0,0,0,0,0
202599,246,31300,5,Lumberton  NC ,291,291,60446,2,4,400,0,0,0,6,104,18873,234,234,50676,1,2,225,0,0,0,6,104,18873
202599,246,38240,2,Pinehurst-Southern Pines  NC ,1043,1043,253315,7,14,1715,6,20,2473,0,0,0,888,888,211558,7,14,1715,6,20,2473,0,0,0
202599,246,40460,5,Rockingham  NC ,53,53,14948,0,0,0,0,0,0,4,56,6720,53,53,14948,0,0,0,0,0,0,4,56,6720
202599,248,22300,5,Findlay  OH ,76,76,24423,3,6,808,4,14,1928,26,265,27110,27,27,10749,3,6,808,4,14,1928,26,265,27110
202599,248,45660,5,Tiffin  OH ,51,51,13628,15,30,4500,0,0,0,0,0,0,42,42,12878,15,30,4500,0,0,0,0,0,0
202599,250,22520,2,Florence-Muscle Shoals  AL ,197,197,24184,1,2,200,25,96,8054,18,105,11109,154,154,18902,1,2,200,25,96,8054,18,105,11109
202599,250,40770,5,Russellville  AL ,15,15,4440,0,0,0,0,0,0,1,12,2067,15,15,4440,0,0,0,0,0,0,1,12,2067
202599,258,11420,5,Angola  IN ,125,125,59779,1,2,500,0,0,0,0,0,0,125,125,59779,1,2,500,0,0,0,0,0,0
202599,258,12140,5,Auburn  IN ,96,96,39530,0,0,0,0,0,0,1,18,7500,96,96,39530,0,0,0,0,0,0,1,18,7500
202599,258,19540,5,Decatur  IN ,96,96,22430,1,2,270,0,0,0,0,0,0,95,95,22122,1,2,270,0,0,0,0,0,0
202599,258,23060,2,Fort Wayne  IN ,1449,1449,530896,9,18,3465,10,40,7299,5,134,18232,1449,1449,530896,9,18,3465,10,40,7299,5,134,18232
202599,258,26540,5,Huntington  IN ,64,64,20762,0,0,0,0,0,0,0,0,0,64,64,20762,0,0,0,0,0,0,0,0,0
202599,258,28340,5,Kendallville  IN ,113,113,33382,0,0,0,0,0,0,0,0,0,82,82,28318,0,0,0,0,0,0,0,0,0
202599,260,23420,2,Fresno  CA ,3146,3146,1101297,21,42,6028,10,40,4534,16,290,96168,2937,2937,1020944,20,40,5882,10,40,4534,15,273,95627
202599,260,25260,2,Hanford-Corcoran  CA ,389,389,135425,5,10,2412,6,18,3601,12,90,9786,94,94,25655,2,4,1150,0,0,0,0,0,0
202599,264,23540,2,Gainesville  FL ,1023,1023,333413,7,14,1364,2,8,1398,46,2629,341391,1004,1004,326385,7,14,1364,2,8,1398,46,2629,341391
202599,264,29380,5,Lake City  FL ,174,174,49016,2,4,400,1,4,440,0,0,0,159,159,45714,0,0,0,1,4,440,0,0,0
202599,266,13660,5,Big Rapids  MI ,99,99,25418,0,0,0,0,0,0,0,0,0,59,59,14332,0,0,0,0,0,0,0,0,0
202599,266,24340,2,Grand Rapids-Wyoming-Kentwood  MI ,2558,2558,976725,31,62,16775,21,76,19040,60,1571,326773,2204,2204,846580,22,44,13542,15,58,15041,30,1325,293369
202599,266,26090,5,Holland  MI ,397,397,163688,1,2,200,0,0,0,0,0,0,365,365,154989,1,2,200,0,0,0,0,0,0
202599,266,34740,2,Muskegon-Norton Shores  MI ,351,351,108151,0,0,0,25,100,16350,0,0,0,254,254,83831,0,0,0,25,100,16350,0,0,0
202599,267,24580,2,Green Bay  WI ,832,832,365999,84,168,28925,0,0,0,18,413,117702,800,800,354751,26,52,8425,0,0,0,18,413,117702
202599,267,43020,5,Shawano  WI ,121,121,46626,1,2,575,0,0,0,0,0,0,120,120,46306,1,2,575,0,0,0,0,0,0
202599,268,15500,2,Burlington  NC ,1674,1674,292062,15,30,3828,1,4,623,22,319,47152,1674,1674,292062,15,30,3828,1,4,623,22,319,47152
202599,268,24660,2,Greensboro-High Point  NC ,2552,2552,802940,51,102,7817,0,0,0,34,1176,227520,2552,2552,802940,51,102,7817,0,0,0,34,1176,227520
202599,268,34340,5,Mount Airy  NC ,236,236,53737,4,8,1102,0,0,0,0,0,0,236,236,53737,4,8,1102,0,0,0,0,0,0
202599,268,49180,2,Winston-Salem  NC ,4342,4342,1291923,3,6,1334,4,15,3796,27,336,52875,3982,3982,1207643,3,6,1334,4,15,3796,13,266,49311
202599,273,23500,5,Gaffney  SC ,199,199,49974,8,16,1427,2,7,372,2,64,12613,199,199,49974,8,16,1427,2,7,372,2,64,12613
202599,273,24860,2,Greenville-Anderson-Greer  SC ,7317,7317,2809663,116,232,25536,1,3,70,31,703,159676,7165,7165,2764708,92,184,20756,1,3,70,30,698,157143
202599,273,24940,5,Greenwood  SC ,467,467,89206,0,0,0,0,0,0,0,0,0,454,454,85438,0,0,0,0,0,0,0,0,0
202599,273,42860,5,Seneca  SC ,733,733,317711,0,0,0,0,0,0,4,20,3068,701,701,305245,0,0,0,0,0,0,0,0,0
202599,273,43900,2,Spartanburg  SC ,4075,4075,843661,4,8,1133,0,0,0,7,276,8030,4007,4007,828949,4,8,1133,0,0,0,7,276,8030
202599,274,24780,2,Greenville  NC ,1108,1108,208804,55,110,17907,13,39,3496,3,28,4810,765,765,140714,55,110,17907,13,39,3496,3,28,4810
202599,274,47820,5,Washington  NC ,119,119,45756,0,0,0,0,0,0,0,0,0,119,119,45756,0,0,0,0,0,0,0,0,0
202599,276,23900,2,Gettysburg  PA ,476,476,174571,0,0,0,0,0,0,0,0,0,476,476,174571,0,0,0,0,0,0,0,0,0
202599,276,25420,2,Harrisburg-Carlisle  PA ,899,899,267594,11,22,4337,11,43,6835,21,237,27520,771,771,227061,11,22,4337,11,43,6835,21,237,27520
202599,276,30140,2,Lebanon  PA ,289,289,119392,11,22,1708,0,0,0,5,231,28134,256,256,109182,11,22,1708,0,0,0,5,231,28134
202599,276,49620,2,York-Hanover  PA ,1025,1025,301676,1,2,385,2,8,1780,15,554,63329,770,770,217600,1,2,385,2,8,1780,15,554,63329
202599,277,25500,2,Harrisonburg  VA ,662,662,165921,32,64,9740,0,0,0,4,121,13228,662,662,165921,32,64,9740,0,0,0,4,121,13228
202599,277,44420,2,Staunton-Stuarts Draft  VA ,517,517,141207,4,8,280,0,0,0,15,470,75387,517,517,141207,4,8,280,0,0,0,15,470,75387
202599,279,25620,2,Hattiesburg  MS ,123,123,24761,0,0,0,0,0,0,0,0,0,41,41,7041,0,0,0,0,0,0,0,0,0
202599,279,29860,5,Laurel  MS ,2,2,575,0,0,0,0,0,0,0,0,0,2,2,575,0,0,0,0,0,0,0,0,0
202599,284,26300,2,Hot Springs  AR ,98,98,33351,2,4,560,0,0,0,7,224,38133,98,98,33351,2,4,560,0,0,0,7,224,38133
202599,284,31680,5,Malvern  AR ,7,7,2047,0,0,0,0,0,0,0,0,0,7,7,2047,0,0,0,0,0,0,0,0,0
202599,288,13060,5,Bay City  TX ,251,251,63239,0,0,0,0,0,0,7,49,1060,248,248,62533,0,0,0,0,0,0,7,49,1060
202599,288,14780,5,Brenham  TX ,194,194,34776,0,0,0,1,3,500,0,0,0,194,194,34776,0,0,0,1,3,500,0,0,0
202599,288,20900,5,El Campo  TX ,116,116,34026,0,0,0,0,0,0,0,0,0,116,116,34026,0,0,0,0,0,0,0,0,0
202599,288,26420,2,Houston-Pasadena-The Woodlands  TX ,46219,46219,13843624,1198,2396,481835,21,75,10918,477,16385,2554376,43688,43688,13218267,1196,2392,481227,21,75,10918,465,15974,2501014
202599,288,26660,5,Huntsville  TX ,485,485,102264,0,0,0,6,24,3500,3,24,3500,118,118,27067,0,0,0,6,24,3500,3,24,3500
202599,290,10700,5,Albertville  AL ,216,216,47338,3,6,550,0,0,0,0,0,0,211,211,46516,3,6,550,0,0,0,0,0,0
202599,290,19460,2,Decatur  AL ,263,263,56898,0,0,0,2,8,250,16,135,23495,263,263,56898,0,0,0,2,8,250,16,135,23495
202599,290,22190,5,Fayetteville  TN ,150,150,38337,3,6,600,1,3,325,0,0,0,150,150,38337,3,6,600,1,3,325,0,0,0
202599,290,22840,5,Fort Payne  AL ,45,45,6859,0,0,0,0,0,0,0,0,0,45,45,6859,0,0,0,0,0,0,0,0,0
202599,290,26620,2,Huntsville  AL ,3313,3313,926466,4,8,1129,18,72,11073,63,1126,159858,1825,1825,561026,4,8,1129,18,72,11073,63,1126,159858
202599,292,13940,5,Blackfoot  ID ,203,203,56431,2,4,680,0,0,0,0,0,0,203,203,56431,2,4,680,0,0,0,0,0,0
202599,292,26820,2,Idaho Falls  ID ,1016,1016,240700,8,16,948,10,38,6232,23,470,66875,1016,1016,240700,8,16,948,10,38,6232,23,470,66875
202599,292,39940,5,Rexburg  ID ,540,540,130895,2,4,556,46,184,23660,9,270,38870,540,540,130895,2,4,556,46,184,23660,9,270,38870
202599,294,18020,2,Columbus  IN ,183,183,69600,2,4,650,0,0,0,0,0,0,183,183,69600,2,4,650,0,0,0,0,0,0
202599,294,18820,5,Crawfordsville  IN ,89,89,23924,2,4,452,0,0,0,0,0,0,50,50,14537,2,4,452,0,0,0,0,0,0
202599,294,24600,5,Greencastle  IN ,97,97,34370,1,2,200,0,0,0,0,0,0,97,97,34370,1,2,200,0,0,0,0,0,0
202599,294,24700,5,Greensburg  IN ,70,70,20908,0,0,0,0,0,0,0,0,0,70,70,20908,0,0,0,0,0,0,0,0,0
202599,294,26900,2,Indianapolis-Carmel-Greenwood  IN ,9322,9322,3624955,62,124,20849,11,43,7161,104,1974,322191,9232,9232,3607246,62,124,20849,11,43,7161,104,1974,322191
202599,294,29020,2,Kokomo  IN ,106,106,27827,0,0,0,0,0,0,0,0,0,88,88,22327,0,0,0,0,0,0,0,0,0
202599,294,34620,2,Muncie  IN ,94,94,34192,0,0,0,0,0,0,5,234,40485,72,72,23680,0,0,0,0,0,0,5,234,40485
202599,294,35220,5,New Castle  IN ,40,40,12273,2,4,1000,0,0,0,0,0,0,8,8,1655,2,4,1000,0,0,0,0,0,0
202599,294,37940,5,Peru  IN ,48,48,11951,0,0,0,0,0,0,1,36,4100,43,43,10375,0,0,0,0,0,0,1,36,4100
202599,294,42980,5,Seymour  IN ,95,95,36353,6,12,2047,2,7,1277,0,0,0,95,95,36353,6,12,2047,2,7,1277,0,0,0
202599,296,18660,5,Cortland  NY ,31,31,8362,0,0,0,0,0,0,1,6,600,27,27,7557,0,0,0,0,0,0,1,6,600
202599,296,27060,2,Ithaca  NY ,146,146,48752,19,38,4177,0,0,0,19,287,57307,89,89,31520,16,32,3217,0,0,0,9,233,49431
202599,298,15020,5,Brookhaven  MS ,38,38,4246,1,2,92,0,0,0,0,0,0,38,38,4246,1,2,92,0,0,0,0,0,0
202599,298,27140,2,Jackson  MS ,1402,1402,378211,28,56,4362,3,9,638,3,101,14000,1325,1325,365558,28,56,4362,0,0,0,3,101,14000
202599,298,46980,5,Vicksburg  MS ,6,6,2016,0,0,0,0,0,0,0,0,0,6,6,2016,0,0,0,0,0,0,0,0,0
202599,300,27260,2,Jacksonville  FL ,9512,9512,2574385,102,204,25787,10,39,6216,115,3700,609971,9157,9157,2480076,97,194,24959,8,31,4086,111,3647,602205
202599,300,28680,5,Kingsland  GA ,418,418,116467,8,16,3003,0,0,0,2,12,2400,418,418,116467,8,16,3003,0,0,0,2,12,2400
202599,300,37260,5,Palatka  FL ,91,91,28719,18,36,5453,0,0,0,0,0,0,77,77,25607,18,36,5453,0,0,0,0,0,0
202599,304,24620,5,Greeneville  TN ,276,276,87675,0,0,0,0,0,0,0,0,0,276,276,87675,0,0,0,0,0,0,0,0,0
202599,304,27740,2,Johnson City  TN ,868,868,320511,11,22,4266,1,4,260,3,21,3695,856,856,317824,11,22,4266,1,4,260,3,21,3695
202599,304,28700,2,Kingsport-Bristol  TN-VA ,817,817,195067,4,8,1560,4,12,1095,17,319,26479,555,555,163904,4,8,1560,1,3,280,15,309,24514
202599,306,27780,2,Johnstown  PA ,61,61,22810,0,0,0,0,0,0,0,0,0,56,56,21498,0,0,0,0,0,0,0,0,0
202599,306,43740,5,Somerset  PA ,57,57,20581,0,0,0,0,0,0,0,0,0,39,39,16420,0,0,0,0,0,0,0,0,0
202599,308,27860,2,Jonesboro  AR ,616,616,102355,44,88,6622,59,194,11041,18,119,7792,85,85,18240,4,8,1120,5,19,1970,1,9,1550
202599,308,37500,5,Paragould  AR ,122,122,23864,17,34,3333,0,0,0,0,0,0,122,122,23864,17,34,3333,0,0,0,0,0,0
202599,309,27900,2,Joplin  MO-KS ,520,520,106862,30,60,8793,9,35,2776,1,5,781,453,453,87194,28,56,8110,8,31,2586,1,5,781
202599,309,33060,5,Miami  OK ,17,17,3319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202599,310,12980,2,Battle Creek  MI ,120,120,28060,0,0,0,0,0,0,0,0,0,110,110,24816,0,0,0,0,0,0,0,0,0
202599,310,28020,2,Kalamazoo-Portage  MI ,479,479,157304,4,8,3387,0,0,0,0,0,0,459,459,150486,3,6,2887,0,0,0,0,0,0
202599,310,44780,5,Sturgis  MI ,142,142,58183,4,8,720,0,0,0,10,90,14108,141,141,57830,4,8,720,0,0,0,0,0,0
202599,312,11860,5,Atchison  KS ,19,19,4891,0,0,0,0,0,0,0,0,0,19,19,4891,0,0,0,0,0,0,0,0,0
202599,312,28140,2,Kansas City  MO-KS ,5202,5202,1976813,76,152,29034,69,261,41389,142,4278,689646,4964,4964,1907209,73,146,28362,69,261,41389,142,4278,689646
202599,312,29940,2,Lawrence  KS ,230,230,89009,5,10,2010,2,6,480,10,131,20236,105,105,49949,0,0,0,0,0,0,3,96,15642
202599,312,36840,5,Ottawa  KS ,102,102,28160,7,14,2657,1,4,786,0,0,0,95,95,26325,7,14,2657,0,0,0,0,0,0
202599,312,41140,2,St. Joseph  MO-KS ,57,57,12223,1,2,400,0,0,0,0,0,0,15,15,3517,1,2,400,0,0,0,0,0,0
202599,312,47660,5,Warrensburg  MO ,33,33,9050,36,72,7518,0,0,0,1,8,350,33,33,9050,36,72,7518,0,0,0,1,8,350
202599,313,14710,5,Brattleboro  VT ,115,115,38217,1,2,337,1,3,499,0,0,0,62,62,23213,1,2,337,1,3,499,0,0,0
202599,313,28300,5,Keene  NH ,147,147,46863,5,10,1814,0,0,0,2,10,1782,113,113,37402,5,10,1814,0,0,0,2,10,1782
202599,314,28420,2,Kennewick-Richland  WA ,1381,1381,443860,24,48,8221,7,25,4787,54,977,135941,1084,1084,355635,22,44,7629,5,19,3750,37,602,76458
202599,314,47460,2,Walla Walla  WA ,161,161,60442,1,2,208,0,0,0,0,0,0,155,155,59409,0,0,0,0,0,0,0,0,0
202599,315,28940,2,Knoxville  TN ,4969,4969,1575212,14,28,5435,20,78,6319,84,2780,529955,4452,4452,1465470,11,22,3875,20,78,6319,56,1663,336122
202599,315,34100,2,Morristown  TN ,544,544,182159,5,10,850,9,35,4345,0,0,0,542,542,181559,5,10,850,9,35,4345,0,0,0
202599,315,35460,5,Newport  TN ,1,1,106,1,2,150,1,4,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202599,315,42940,5,Sevierville  TN ,1011,1011,315108,10,20,3565,8,31,6634,11,77,9439,1006,1006,313808,10,20,3565,8,31,6634,11,77,9439
202599,317,29100,2,La Crosse-Onalaska  WI-MN ,318,318,119121,10,20,3931,0,0,0,3,138,15320,313,313,117477,10,20,3931,0,0,0,3,138,15320
202599,317,43890,5,Sparta  WI ,106,106,38872,5,10,2087,0,0,0,0,0,0,102,102,37458,5,10,2087,0,0,0,0,0,0
202599,318,29180,2,Lafayette  LA ,2063,2063,510902,0,0,0,0,0,0,0,0,0,1149,1149,296602,0,0,0,0,0,0,0,0,0
202599,318,35340,5,New Iberia  LA ,102,102,22025,0,0,0,0,0,0,0,0,0,94,94,19725,0,0,0,0,0,0,0,0,0
202599,318,36660,5,Opelousas  LA ,153,153,33028,0,0,0,0,0,0,0,0,0,44,44,12459,0,0,0,0,0,0,0,0,0
202599,320,23140,5,Frankfort  IN ,34,34,9063,1,2,150,0,0,0,0,0,0,34,34,9063,1,2,150,0,0,0,0,0,0
202599,320,29200,2,Lafayette-West Lafayette  IN ,632,632,237702,4,8,941,6,23,5606,79,3395,608253,610,610,232611,0,0,0,6,23,5606,54,2698,526708
202599,320,33900,5,Monticello  IN ,33,33,13638,0,0,0,1,4,400,0,0,0,33,33,13638,0,0,0,1,4,400,0,0,0
202599,324,19760,5,DeRidder  LA ,81,81,19973,0,0,0,0,0,0,0,0,0,81,81,19973,0,0,0,0,0,0,0,0,0
202599,324,29340,2,Lake Charles  LA ,526,526,119061,10,20,2189,0,0,0,0,0,0,526,526,119061,10,20,2189,0,0,0,0,0,0
202599,330,29620,2,Lansing-East Lansing  MI ,547,547,190033,2,4,701,6,24,4064,15,286,32503,448,448,157753,2,4,701,6,24,4064,1,67,8200
202599,330,37020,5,Owosso  MI ,55,55,12968,0,0,0,0,0,0,2,16,3672,18,18,4804,0,0,0,0,0,0,2,16,3672
202599,332,29820,2,Las Vegas-Henderson-North Las Vegas  NV ,9422,9422,2413700,210,420,39386,26,84,16628,203,4540,608890,9422,9422,2413700,210,420,39386,26,84,16628,203,4540,608890
202599,334,20340,5,Duncan  OK ,41,41,7061,0,0,0,0,0,0,0,0,0,41,41,7061,0,0,0,0,0,0,0,0,0
202599,334,30020,2,Lawton  OK ,111,111,21775,22,44,5421,0,0,0,3,46,3275,65,65,16057,22,44,5421,0,0,0,3,46,3275
202599,336,23180,5,Frankfort  KY ,231,231,68746,0,0,0,1,4,615,1,8,1000,231,231,68746,0,0,0,1,4,615,1,8,1000
202599,336,30460,2,Lexington-Fayette  KY ,1556,1556,430181,31,62,6345,14,48,7775,37,661,57684,991,991,295173,31,62,6345,3,12,2500,7,44,6748
202599,336,34460,5,Mount Sterling  KY ,51,51,11988,1,2,197,0,0,0,0,0,0,2,2,240,0,0,0,0,0,0,0,0,0
202599,336,40080,5,Richmond-Berea  KY ,473,473,47386,16,32,3010,0,0,0,27,308,28191,473,473,47386,16,32,3010,0,0,0,27,308,28191
202599,338,16380,5,Celina  OH ,81,81,34739,1,2,300,0,0,0,0,0,0,67,67,31091,1,2,300,0,0,0,0,0,0
202599,338,30620,2,Lima  OH ,121,121,38873,0,0,0,0,0,0,6,36,2116,85,85,29773,0,0,0,0,0,0,6,36,2116
202599,338,46780,5,Van Wert  OH ,45,45,14098,0,0,0,0,0,0,0,0,0,35,35,11331,0,0,0,0,0,0,0,0,0
202599,338,47540,5,Wapakoneta  OH ,87,87,28120,5,10,1986,0,0,0,0,0,0,51,51,19426,5,10,1986,0,0,0,0,0,0
202599,339,13100,5,Beatrice  NE ,24,24,7083,2,4,900,0,0,0,0,0,0,12,12,4025,2,4,900,0,0,0,0,0,0
202599,339,30700,2,Lincoln  NE ,1024,1024,365495,1,2,295,3,12,2396,35,1364,169383,998,998,359968,1,2,295,3,12,2396,35,1364,169383
202599,340,30780,2,Little Rock-North Little Rock-Conway  AR ,2566,2566,626403,54,108,12608,20,71,6372,20,397,43499,2525,2525,618988,54,108,12608,20,71,6372,20,397,43499
202599,340,38220,5,Pine Bluff  AR ,50,50,7874,5,10,885,0,0,0,0,0,0,39,39,6241,5,10,885,0,0,0,0,0,0
202599,340,42620,5,Searcy  AR ,250,250,49566,2,4,400,0,0,0,0,0,0,234,234,47016,2,4,400,0,0,0,0,0,0
202599,348,31080,2,Los Angeles-Long Beach-Anaheim  CA ,12883,12883,3592765,741,1482,379028,103,352,96742,360,12525,1871496,11967,11967,3334050,705,1410,358848,82,289,84918,289,11149,1619970
202599,348,37100,2,Oxnard-Thousand Oaks-Ventura  CA ,540,540,185840,0,0,0,9,27,9961,30,1042,187419,472,472,163408,0,0,0,0,0,0,20,762,148857
202599,348,40140,2,Riverside-San Bernardino-Ontario  CA ,9977,9977,3061013,163,326,52909,67,219,48881,287,5415,936449,9459,9459,2852434,163,326,52909,67,219,48881,283,5395,933204
202599,350,21060,2,Elizabethtown  KY ,399,399,99137,24,48,6098,1,4,465,5,40,2110,346,346,84722,21,42,5221,1,4,465,5,40,2110
202599,350,31140,2,Louisville-Jefferson County  KY-IN ,3567,3567,1115081,36,72,13658,8,28,5463,112,2436,393384,3445,3445,1086575,36,72,13658,8,28,5463,111,2431,391791
202599,352,31180,2,Lubbock  TX ,2046,2046,621993,5,10,1992,6,24,3654,53,789,131762,2039,2039,619932,5,10,1992,6,24,3654,53,789,131762
202599,352,38380,5,Plainview  TX ,7,7,1166,0,0,0,0,0,0,0,0,0,6,6,746,0,0,0,0,0,0,0,0,0
202599,356,31420,2,Macon-Bibb County  GA ,511,511,132021,0,0,0,0,0,0,0,0,0,110,110,27727,0,0,0,0,0,0,0,0,0
202599,356,47580,2,Warner Robins  GA ,1271,1271,234505,1,2,393,0,0,0,2,84,6685,1132,1132,209979,1,2,393,0,0,0,2,84,6685
202599,357,12660,5,Baraboo  WI ,201,201,86591,15,30,8969,0,0,0,0,0,0,130,130,58636,15,30,8969,0,0,0,0,0,0
202599,357,27500,2,Janesville-Beloit  WI ,316,316,104209,24,48,11168,2,8,500,2,16,3000,275,275,90444,24,48,11168,2,8,500,2,16,3000
202599,357,31540,2,Madison  WI ,1725,1725,843785,93,186,39329,7,28,6416,129,5008,839041,1583,1583,792664,70,140,25644,7,28,6416,117,4673,783907
202599,359,31860,2,Mankato  MN ,234,234,68856,22,44,6285,0,0,0,8,78,11933,234,234,68856,22,44,6285,0,0,0,8,78,11933
202599,359,35580,5,New Ulm  MN ,25,25,10975,1,2,475,0,0,0,1,6,1100,25,25,10975,1,2,475,0,0,0,1,6,1100
202599,360,11740,5,Ashland  OH ,66,66,17711,0,0,0,0,0,0,0,0,0,39,39,13090,0,0,0,0,0,0,0,0,0
202599,360,15340,5,Bucyrus  OH ,3,3,1028,0,0,0,0,0,0,0,0,0,1,1,425,0,0,0,0,0,0,0,0,0
202599,360,31900,2,Mansfield  OH ,96,96,32737,6,12,1606,2,6,571,0,0,0,87,87,29861,6,12,1606,0,0,0,0,0,0
202599,361,27020,5,Iron Mountain  MI-WI ,68,68,20136,0,0,0,4,12,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202599,361,31940,5,Marinette  WI-MI ,209,209,54963,1,2,349,0,0,0,2,32,4774,181,181,50508,1,2,349,0,0,0,2,32,4774
202599,364,10380,2,Aguadilla  PR ,519,519,52796,8,16,965,4,13,1578,7,168,39002,519,519,52796,8,16,965,4,13,1578,7,168,39002
202599,364,32420,2,Mayaguez  PR ,329,329,32398,4,8,398,2,6,539,0,0,0,329,329,32398,4,8,398,2,6,539,0,0,0
202599,365,32580,2,McAllen-Edinburg-Mission  TX ,4523,4523,1161873,280,560,50536,420,1648,169524,51,570,73066,4234,4234,1087939,274,548,49610,391,1549,155456,49,560,72124
202599,365,40100,5,Rio Grande City-Roma  TX ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202599,366,24420,2,Grants Pass  OR ,156,156,44043,9,18,3231,0,0,0,10,119,21069,65,65,20360,9,18,3231,0,0,0,10,119,21069
202599,366,32780,2,Medford  OR ,609,609,194877,9,18,3833,2,7,752,12,310,45807,609,609,194877,9,18,3833,2,7,752,11,293,42973
202599,368,17260,5,Clarksdale  MS ,2,2,65,0,0,0,0,0,0,0,0,0,2,2,65,0,0,0,0,0,0,0,0,0
202599,368,22620,5,Forrest City  AR ,1,1,296,0,0,0,0,0,0,0,0,0,1,1,296,0,0,0,0,0,0,0,0,0
202599,368,32820,2,Memphis  TN-MS-AR ,3082,3082,896193,2,4,70,5,17,2375,10,195,40013,2907,2907,859003,2,4,70,5,17,2375,10,195,40013
202599,370,28580,5,Key West-Key Largo  FL ,239,239,190643,2,4,809,7,28,6270,1,8,1750,236,236,189143,2,4,809,7,28,6270,1,8,1750
202599,370,33100,2,Miami-Fort Lauderdale-West Palm Beach  FL ,5873,5873,2952057,250,500,123066,102,381,39897,263,16699,3997600,5300,5300,2700777,250,500,123066,102,381,39897,227,16006,3915023
202599,370,36380,5,Okeechobee  FL ,68,68,25579,0,0,0,5,20,6620,0,0,0,68,68,25579,0,0,0,5,20,6620,0,0,0
202599,370,38940,2,Port St. Lucie  FL ,4311,4311,1590218,17,34,8088,20,66,19297,35,442,45419,4311,4311,1590218,17,34,8088,20,66,19297,35,442,45419
202599,370,42680,2,Sebastian-Vero Beach-West Vero Corridor  FL ,178,178,118150,1,2,348,0,0,0,2,72,13558,164,164,111811,1,2,348,0,0,0,2,72,13558
202599,371,18340,5,Corbin  KY ,22,22,2877,15,30,2967,0,0,0,2,21,2520,22,22,2877,15,30,2967,0,0,0,2,21,2520
